2022 Rough Count Cases,from,to,2022Total(G:M),21NOV,21DEC,22JAN,FEB,March,April,May,June,Jul,Aug,Sep,Oct,Nov,Dec,,,,,,,,,,,,,,,,
??Acc意外,2/1/2023,Machine Operation Error,https://www.ettoday.net/news/20230105/2416341.htm,纜車被樹推到！滑雪場員工慘被拋飛　重墜7m深谷「插入雪地」身亡,,,,,,,,,??交通航空意外,18/9/2025,https://news.pchome.com.tw/society/ctinews/20250917/index-75810273812511309002.html,台南死亡對撞車禍！車頭全爛1死2傷 車內搜出毒品,,,,,,,,,,,,,,,,,
??Acc意外,2/1/2023,drowning,https://www.msn.com/zh-tw/news/national/%E7%9B%B4%E6%93%8A-%E6%80%92%E6%B5%B7%E6%B1%82%E7%94%9F%E9%A9%9A%E9%9A%AA%E7%95%AB%E9%9D%A2%E6%9B%9D%E5%85%89-%E8%B2%A8%E8%BC%AA%E6%B2%89%E6%B2%92%E8%88%B9%E5%93%A1-%E5%9D%90%E6%BC%82%E6%B5%81%E8%B2%A8%E6%AB%83%E7%99%BC%E6%8A%96-%E7%8D%B2%E6%95%91%E6%98%8F%E8%BF%B7/ar-AA15ZbBB?li=AAavKVz,直擊》怒海求生驚險畫面曝光！貨輪沉沒船員「坐漂流貨櫃發抖」獲救昏迷,,,,,,,,,??交通航空意外,18/9/2025,https://www.hkcna.hk/h5/docDetail.jsp?id=101112973&channel=2812,台灣台南嚴重車禍1死2傷,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,Person Falling, https://tw.news.yahoo.com/%E8%B6%8A%E5%8D%9710%E6%AD%B2%E7%94%B7%E7%AB%A5%E6%8E%89%E5%85%A5%E6%B0%B4%E6%B3%A5%E7%AE%A1-%E5%AF%AC25%E5%85%AC%E5%88%86%E6%B7%B135%E5%85%AC%E5%B0%BA%E6%90%B6%E6%95%91%E9%9B%A3-191406115.html ,越南10歲男童掉入水泥管 寬25公分深35公尺搶救難,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E5%BF%AB%E8%A8%8A-%E4%BA%94%E8%82%A1%E5%9A%B4%E9%87%8D%E4%BA%8B%E6%95%85-%E6%96%B0%E5%8C%97%E5%A9%A6%E9%81%AD%E6%B0%B4%E6%B3%A5%E9%A0%90%E6%8B%8C%E8%BB%8A%E6%92%9E%E8%BC%BE-%E8%85%B9%E9%83%A8%E7%A0%B4%E8%A3%82%E9%87%8D%E5%82%B7%E6%98%8F%E8%BF%B7/ar-AA1rjg2H?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／五股嚴重事故！ 新北婦遭水泥預拌車撞輾腹部破裂重傷昏迷,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,traffic acc,https://www.hk01.com/%E7%AA%81%E7%99%BC/853585/%E9%BB%83%E5%A4%A7%E4%BB%99%E5%A5%AA%E5%91%BD%E8%BB%8A%E7%A6%8D-%E6%AD%BB%E8%80%85%E6%94%BE%E5%B7%A5%E6%AD%B8%E5%AE%B6%E9%80%94%E4%B8%AD%E5%87%BA%E4%BA%8B-%E5%85%AB%E6%97%AC%E6%AF%8D%E8%81%9E%E5%99%A9%E8%80%97%E9%9B%A3%E6%8E%A5%E5%8F%97?itm_source=universal_search&itm_campaign=hk01&itm_content=articles&itm_medium=web,黃大仙奪命車禍｜死者放工歸家途中出事　八旬母聞噩耗難接受,,,,,,,,,??交通航空意外,18/9/2025,https://www.ettoday.net/news/20250917/3035290.htm,快訊／高雄死亡車禍！女騎士突逆向自摔「撞對向車」　搶救後不治,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,traffic acc,https://www.hk01.com/article/853871?utm_source=01articlecopy&utm_medium=referral,機場工程車司機被夾　消防員到場救出,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/living/%E5%BF%AB%E8%A8%8A-%E9%AB%98%E9%9B%84%E6%AD%BB%E4%BA%A1%E8%BB%8A%E7%A6%8D-%E9%A8%8E%E5%A3%AB%E5%99%B4%E9%A3%9B%E4%BA%BA%E8%BB%8A%E5%80%92%E5%9C%B0-%E9%87%8D%E5%82%B7%E4%B8%8D%E6%B2%BB-%E6%A9%9F%E8%BB%8A%E5%85%A8%E6%AF%80-%E8%BB%8A%E4%B9%9F%E7%88%9B%E4%BA%86/ar-AA1GLhR6?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／高雄死亡車禍！騎士噴飛人車倒地「重傷不治」機車全毀… 車也爛了,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,Lifting Operation,https://tw.news.yahoo.com/%E5%BD%B1-%E5%9C%9F%E8%80%B3%E5%85%B6%E7%99%BC%E7%94%9F%E9%87%8D%E5%A4%A7%E5%B7%A5%E5%AE%89%E6%84%8F%E5%A4%96-%E8%B5%B7%E9%87%8D%E6%A9%9F%E5%90%8A%E8%87%82%E7%AA%81%E5%A2%9C%E5%B7%A5%E5%AF%AE%E9%87%806%E6%AD%BB-%E5%B7%A5%E4%BA%BA%E6%8E%A7%E8%A8%B4%E5%85%AC%E5%8F%B8%E6%BC%A0%E8%A6%96%E5%AE%89%E5%85%A8-%E9%80%99%E6%98%AF%E8%AC%80%E6%AE%BA-065845778.html,影/土耳其發生重大工安意外！起重機吊臂突墜工寮釀6死 工人控訴公司漠視安全：這是謀殺,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E5%BF%AB%E8%A8%8A-%E5%8F%B0%E4%B8%AD2%E6%A9%9F%E8%BB%8A%E5%B0%8D%E6%92%9E%E5%80%92%E5%9C%B0-53%E6%AD%B2%E7%94%B7%E9%A8%8E%E5%A3%AB%E6%85%98%E9%81%AD%E5%85%AC%E8%BB%8A%E8%BC%BE%E6%96%83-%E5%8F%B8%E6%A9%9F%E6%84%A3-%E4%BE%86%E4%B8%8D%E5%8F%8A%E7%85%9E/ar-AA1wkYbD?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／疑超車擦撞倒地 63歲男騎士下秒遭公車後輪輾斃 驚悚畫面曝,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,burn,https://www.ettoday.net/news/20230105/2416048.htm,3月大嬰遭熱水二度燙傷！父母僅抹藥沒送醫…6天後呼吸衰竭亡,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/other/%E5%BF%AB%E8%A8%8A-%E7%96%91%E8%BC%BE%E6%B0%B4%E6%B3%A5%E5%A1%8A%E6%85%98%E6%91%94-%E8%A1%80%E6%B5%81%E6%BB%BF%E5%9C%B0-%E9%AB%98%E9%9B%84%E9%A8%8E%E5%A3%AB%E9%80%81%E9%86%AB%E6%90%B6%E6%95%91%E4%B8%8D%E6%B2%BB/ar-AA1LhML2?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／疑輾水泥塊慘摔「血流滿地」 高雄騎士送醫搶救不治,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,traffic acc,https://www.chinatimes.com/realtimenews/20230104003747-260402?ctrack=pc_main_recmd_p03&chdtv,昏迷指數3！宜蘭女國中生遭砂石車輾過命危 同學摺紙鶴集氣,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E7%94%B7%E5%80%92%E8%B7%AF%E4%B8%AD%E5%A4%AE%E9%81%AD%E8%BC%BE%E6%96%83-%E6%9B%B3%E5%BC%95%E8%BB%8A%E5%8F%B8%E6%A9%9F%E8%90%BD%E8%B7%91%E9%81%AD%E9%80%AE/ar-AA1xrU3t?recoid=traffic&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,男倒路中央遭輾斃 曳引車司機落跑遭逮,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,Trapping,https://hk.on.cc/hk/bkn/cnt/news/20230103/bkn-20230103111236653-0103_00822_001.html,香葉道地盤工人腳部受傷　消防到場拯救,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E5%BF%A0%E5%AD%9D%E6%A9%8B%E6%AD%BB%E4%BA%A1%E8%BB%8A%E7%A6%8D-29%E6%AD%B2%E9%A8%8E%E5%A3%AB%E8%87%AA%E6%92%9E%E5%99%B4%E9%A3%9B%E5%BF%AB%E8%BB%8A%E9%81%93-%E9%81%AD%E8%BC%BE%E5%A3%93%E9%80%81%E9%86%AB%E4%B8%8D%E6%B2%BB/ar-AA1KIUKC?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,忠孝橋死亡車禍！29 歲騎士自撞噴飛快車道遭輾壓送醫不治,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,OSH or offensd laws,https://hk.on.cc/hk/bkn/cnt/news/20221230/bkn-20221230153015915-1230_00822_001.html,今年罕見工業意外頻生　累計27名工人死亡　工會促政府正視問題,,,,,,,,,??交通航空意外,18/9/2025,https://www.marketersgo.com/media-collaboration/202509/%E8%8A%B1%E8%93%AE%E5%88%86%E5%B1%80%E5%B7%A1%E9%82%8F%E8%BB%8A%E8%88%87%E6%A9%9F%E8%BB%8A%E7%A2%B0%E6%92%9E%E9%A8%8E%E5%A3%AB%E4%B8%80%E5%BA%A6%E6%98%8F%E8%BF%B7%E3%80%80%E5%93%A1%E8%AD%A6%E6%90%AC/,花蓮分局巡邏車與機車碰撞騎士一度昏迷 員警搬運機車手部嚴重燙傷,,,,,,,,,,,,,,,,,
??Acc意外,3/1/2023,Person Falling,https://tw.news.yahoo.com/%E8%B6%8A%E5%8D%97%E7%94%B7%E7%AB%A5%E6%83%B3%E8%B3%BA80%E5%85%83%E7%BF%92%E6%AD%A6-%E5%B7%A5%E5%9C%B0%E6%92%BF%E5%BB%A2%E9%90%B5%E6%8E%89%E5%85%A5%E6%B0%B4%E6%B3%A5%E7%AE%A1%E4%BA%A1-124402965.html,越南男童想賺80元習武 工地撿廢鐵掉入水泥管亡,,,,,,,,,??交通航空意外,18/9/2025,https://www.ettoday.net/news/20250917/3035312.htm,花蓮警車碰撞機車！女騎士「瞬間遭彈飛」傷重不治,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,traffic acc,https://hk.on.cc/hk/bkn/cnt/intnews/20230101/bkn-20230101183019267-0101_00992_001.html,巴士翻側15死　包括4名兒童,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E8%BF%BD%E6%80%9D%E6%9C%83%E6%B7%9A%E5%88%A5%E4%B9%B3%E7%99%8C%E5%90%8D%E9%86%AB-%E5%91%A8%E4%BD%B3%E6%AD%A3%E9%81%AD%E5%85%AC%E8%BB%8A%E6%92%9E%E4%BA%A1-%E7%97%85%E6%82%A3%E5%B8%B6%E7%8D%A8%E8%A7%92%E7%8D%B8%E7%8E%A9%E5%81%B6%E9%80%81%E8%A1%8C/ar-AA1IZ5b5?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,追思會淚別乳癌名醫！ 周佳正遭公車撞亡病患帶獨角獸玩偶送行,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,traffic acc,https://hk.on.cc/hk/bkn/cnt/news/20230101/bkn-20230101180620231-0101_00822_001.html,巴士翻側意外近年屢生　2018年大埔公路車禍19死最轟動,,,,,,,,,??交通航空意外,18/9/2025,https://www.hk01.com/%E7%AA%81%E7%99%BC/60277563/%E9%A6%AC%E9%9E%8D%E5%B1%B1%E8%A5%BF%E6%B2%99%E8%B7%AF%E5%B0%91%E5%A5%B3%E6%8D%B1%E5%B0%8F%E5%B7%B4%E6%92%9E-%E4%B8%80%E5%BA%A6%E9%99%B7%E6%98%8F%E8%BF%B7-%E9%80%81%E9%99%A2%E6%90%B6%E6%95%91,馬鞍山西沙路少女捱小巴撞 一度陷昏迷 送院搶救,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,workload,https://www.hk01.com/article/852825?utm_source=01articlecopy&utm_medium=referral,傳湖南2工人跨年夜被迫清糞池身亡　官方：非強令，僅1人發生意外,,,,,,,,,??交通航空意外,18/9/2025,https://udn.com/news/amp/story/7320/9011934,高雄死亡車禍！女騎士摔車卡進對向汽車保險桿 頭部重創不治,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,traffic acc, https://www.setn.com/news.aspx?newsid=1232577 ,台南恐怖車禍身分曝！現役軍人載轎班成員返家　16歲少女等3人慘死,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E5%81%87%E6%97%A5%E6%95%A3%E6%AD%A5%E9%81%87%E6%A9%AB%E7%A6%8D-%E6%84%9B%E5%A6%BB%E9%81%AD%E5%8C%97%E5%B8%82%E5%85%AC%E8%BB%8A%E8%BC%BE%E6%96%83-%E4%B8%88%E5%A4%AB%E5%80%96%E5%AD%98-%E8%A1%9D%E6%93%8A%E5%88%B0%E5%91%86%E6%8E%89/ar-AA1ugpIa?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,假日散步遇橫禍！愛妻遭北市公車輾斃 丈夫倖存「衝擊到呆掉」,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Explosion,https://topick.hket.com/article/3432616/%E3%80%90%E5%B7%A5%E6%A5%AD%E6%84%8F%E5%A4%96%E3%80%91%E5%A5%B3%E5%AD%90%E4%B8%8A%E7%8F%AD%E9%96%8B%E8%B5%B7%E9%87%8D%E6%A9%9F%20%20%E9%81%87%E5%86%B6%E7%85%89%E5%BB%A0%E7%86%94%E7%88%90%E6%84%8F%E5%A4%96%E7%88%86%E7%82%B8%E6%85%98%E8%A2%AB%E7%87%92%E6%AD%BB?mtc=10012,【工業意外】女子上班開起重機 遇冶煉廠熔爐意外爆炸慘被燒死,,,,,,,,,??交通航空意外,18/9/2025,https://tw.news.yahoo.com/%E5%9C%8B1%E4%BA%94%E8%82%A1%E5%8C%9D%E9%81%93%E5%87%8C%E6%99%A84%E8%BB%8A%E9%80%A3%E7%92%B0%E8%BF%BD%E6%92%9E-%E8%B2%A8%E8%BB%8A%E9%A7%95%E9%A7%9B%E5%A4%BE%E5%9B%B0%E9%80%81%E9%86%AB%E4%B8%8D%E6%B2%BB-014614450.html,國1五股匝道凌晨4車連環追撞 貨車駕駛夾困送醫不治,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,pressure air,https://tw.news.yahoo.com/%E5%B7%A5%E4%BD%9C%E6%99%82%E8%A2%AB%E5%90%B8%E5%85%A5%E9%A3%9B%E6%A9%9F%E5%BC%95%E6%93%8E-%E9%98%BF%E6%8B%89%E5%B7%B4%E9%A6%AC%E5%B7%9E%E6%A9%9F%E5%A0%B4%E8%A1%8C%E6%9D%8E%E5%93%A1%E9%9B%A2%E5%A5%87%E8%BA%AB%E4%BA%A1-042804900.html,工作時被吸入飛機引擎 阿拉巴馬州機場行李員離奇身亡,,,,,,,,,??交通航空意外,18/9/2025,https://tw.news.yahoo.com/%E5%9C%8B3%E6%96%B0%E7%AB%B9%E8%B7%AF%E6%AE%B5%E6%AD%BB%E4%BA%A1%E8%BB%8A%E7%A6%8D-%E6%8B%96%E5%90%8A%E8%BB%8A%E5%8F%B8%E6%A9%9F%E5%81%9C%E8%B7%AF%E8%82%A9-%E9%81%AD%E5%A4%A7%E8%B2%A8%E8%BB%8A%E8%BF%BD%E6%92%9E%E9%80%81%E9%86%AB%E4%B8%8D%E6%B2%BB-081254888.html,國3新竹路段死亡車禍！拖吊車司機停路肩 遭大貨車追撞送醫不治,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Person Falling,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E6%96%B0%E5%8C%97%E6%96%B0%E5%BA%97%E5%B7%A5%E5%9C%B0%E5%A2%9C%E6%A8%93%E6%84%8F%E5%A4%96-41%E6%AD%B2%E5%A5%B3%E5%B7%A5%E4%BA%BA%E5%91%BD%E5%8D%B1%E9%80%81%E9%86%AB%E6%80%A5%E6%95%91-080756102.html,快訊/新北新店工地墜樓意外 41歲女工人命危送醫急救,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E7%84%A1%E8%99%9F%E8%AA%8C%E5%B7%B7%E5%8F%A3%E5%87%BA%E8%BB%8A%E7%A6%8D-%E5%A5%B3%E9%A8%8E%E5%A3%AB%E7%8C%9B%E6%92%9E%E5%B0%8F%E8%B2%A8%E8%BB%8A-%E9%A0%AD%E9%83%A8%E9%87%8D%E5%89%B5-%E5%91%BD%E5%8D%B1-%E6%92%9E%E6%93%8A%E7%95%AB%E9%9D%A2%E6%9B%9D%E5%85%89/ar-AA1LVtXm?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,無號誌巷口出車禍！女騎士猛撞小貨車「頭部重創」命危… 撞擊畫面曝光,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Person Falling,https://www.chinatimes.com/realtimenews/20230102002293-260402?ctrack=pc_main_recmd_p01&chdtv,新店41歲女工人高處墜落昏迷送醫 一查竟是通緝犯,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/opinion/%E6%96%B0%E5%8C%97%E6%9D%BF%E6%A9%8B%E7%84%A1%E7%85%A7%E9%A7%95%E9%A7%9B%E6%92%9E%E9%80%B2%E6%A9%9F%E8%BB%8A%E7%BE%A4-%E9%87%804%E5%82%B71%E6%98%8F%E8%BF%B7/ar-AA1HkxRS?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,新北板橋無照駕駛撞進機車群 釀4傷1昏迷,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Person Falling,https://udn.com/news/story/7320/6881782?from=udn_ch2_menu_v2_main_cate,新店央北重畫區工人高樓墜落 承造及監造等人可開罰3萬元,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/other/%E7%B6%B2%E7%B4%85%E9%A4%90%E5%BB%B3%E5%90%83%E6%92%AD%E7%AA%81%E9%81%AD-%E5%A4%B1%E6%8E%A7%E4%BC%91%E6%97%85%E8%BB%8A%E7%8C%9B%E6%92%9E-%E6%BB%BF%E6%A1%8C%E9%A3%9F%E7%89%A9%E7%82%B8%E9%A3%9B%E7%95%AB%E9%9D%A2%E5%85%A8%E9%83%BD%E9%8C%84/ar-AA1KNHYg?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,網紅餐廳吃播突遭「失控休旅車猛撞」 滿桌食物炸飛畫面全都錄,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Trapping,https://hk.on.cc/hk/bkn/cnt/news/20230103/bkn-20230103111236653-0103_00822_001.html,香葉道地盤工人腳部受傷　消防到場拯救,,,,,,,,,??交通航空意外,18/9/2025,https://www.marketersgo.com/media-collaboration/202509/%E6%92%9E%E6%93%8A%E7%95%AB%E9%9D%A2%E6%9B%9D%E5%85%89%EF%BC%81%E5%9C%8B%E9%81%933%E8%99%9F%E6%8B%96%E5%90%8A%E8%BB%8A%E9%81%AD%E5%A4%A7%E8%B2%A8%E8%BB%8A%E6%93%A6%E6%92%9E%E3%80%80%E9%A7%95%E9%A7%9B/,撞擊畫面曝光！國道3號拖吊車遭大貨車擦撞 駕駛撞飛傷重不治,,,,,,,,,,,,,,,,,
??Acc意外,4/1/2023,Person Falling,https://news.tvbs.com.tw/world/2010165,21樓高空急墜！土耳其「吊臂扭曲斷裂」　砸毀工寮6人慘死,,,,,,,,,??交通航空意外,18/9/2025,https://news.pts.org.tw/article/771057,機車與警車路口碰撞 花蓮7旬婦送醫不治 ｜ 公視新聞網 PNN,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Human Error, https://news.now.com/home/international/player?newsId=502732 ,烏干達新年倒數活動發生人踩人釀9死,,,,,,,,,??交通航空意外,18/9/2025,https://star.setn.com/news/1721527,獨家／河智媛摔車影片曝光！車輪卡死騰空摔落地　敬業態度粉絲大讚感動,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,OSH or offensd laws,https://www.bastillepost.com/hongkong/article/11992295-%E5%85%AC%E7%87%9F%E6%88%BF%E5%B1%8B%E5%B7%A5%E7%A8%8B-%E9%A0%88%E4%BD%BF%E7%94%A8%E9%A0%90%E8%A3%BD%E9%8B%BC%E7%AD%8B,公營房屋工程 須使用預製鋼筋,,,,,,,,,??交通航空意外,18/9/2025,https://www.msn.com/zh-tw/news/national/%E9%A8%8Eyoubike%E9%81%AD%E8%B2%A8%E6%AB%83%E8%BB%8A%E8%BC%BE%E6%96%83-%E8%B6%8A%E5%8D%97%E7%B1%8D%E7%A9%BA%E5%A7%90%E4%B8%8D%E6%B2%BB/ar-AA1yPjbH?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,騎YouBike 遭貨櫃車輾斃越南籍空姐不治,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Person Falling,https://hk.on.cc/hk/bkn/cnt/cnnews/20230103/bkn-20230103012118296-0103_00952_001.html,地盤女工墮樓命危　警揭涉侵佔通緝犯,,,,,,,,,??交通航空意外,19/9/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%9C%8B%E9%9A%9B/60278273/19%E6%AD%B2%E4%B8%AD%E5%9C%8B%E7%94%B7%E5%AD%90%E6%97%A5%E6%9C%AC%E9%86%89%E9%A7%95%E8%B6%85%E9%80%9F%E9%80%86%E7%B7%9A%E6%92%9E%E6%AD%BB%E4%BA%BA-%E8%A2%AB%E5%88%A4%E7%9B%A39%E5%B9%B4-%E6%9C%89%E7%89%87,19歲中國男子日本醉駕超速逆線撞死人 被判監9年｜有片,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Person Falling,https://news.tvbs.com.tw/world/2006465,搶救難！越南10歲男童掉進超窄水管　母趕到場直接昏倒,,,,,,,,,??交通航空意外,19/9/2025,https://www.msn.com/zh-tw/news/world/2%E6%AD%B2%E9%99%B8%E7%AB%A5%E6%85%98%E6%AD%BB%E5%81%9C%E8%BB%8A%E5%A0%B4-%E7%8E%A9%E4%B8%80%E5%8D%8A%E9%81%AD%E4%BC%91%E6%97%85%E8%BB%8A%E8%BC%BE%E9%81%8E-%E5%BE%8B%E5%B8%AB%E6%9B%9D-%E5%AE%B6%E9%95%B7%E8%B2%A0%E5%85%A8%E8%B2%AC/ar-AA1uPoa7?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,2歲陸童慘死停車場！玩一半遭休旅車輾過 律師曝「家長負全責」,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,traffic acc,https://tw.news.yahoo.com/%E7%BE%A4%E5%89%B5%E5%8D%97%E7%A7%91t6%E5%BB%A0%E5%82%B3%E6%86%BE%E4%BA%8B-1%E5%93%A1%E5%B7%A5%E9%81%AD%E6%92%9E%E4%BA%A1-041237464.html,群創南科T6廠傳憾事！1員工遭撞亡,,,,,,,,,??交通航空意外,19/9/2025,https://eastcoast.chinapress.com.my/20250919/2%E6%91%A9%E5%93%86%E7%9B%B8%E6%92%9E-1%E6%AD%BB1%E5%8F%97%E4%BC%A4/,2摩哆相撞 1死1受?,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Person Falling,https://www.orientaldaily.com.my/news/society/2023/01/03/537716,建築工地70尺高處墜下外勞傷重不治,,,,,,,,,??交通航空意外,19/9/2025,https://www.msn.com/zh-tw/news/national/89%E6%AD%B2%E6%89%8D%E8%B5%B7%E8%B7%91-100%E6%AD%B2%E9%82%84%E8%83%BD%E8%B7%91%E5%85%A8%E9%A6%AC-%E5%85%A8%E7%90%83%E6%9C%80%E5%B9%B4%E9%95%B7%E9%A6%AC%E6%8B%89%E6%9D%BE%E8%B7%91%E8%80%85%E8%BB%8A%E7%A6%8D%E9%80%9D%E4%B8%96-%E4%BA%AB%E5%A3%BD114%E6%AD%B2/ar-AA1IKtqj?cvid=02FCD2F0C9E14DAFA4800D2C3C55E835&ocid=onepro&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,89歲才起跑、100歲還能跑全馬！全球最年長馬拉松跑者車禍逝世，享壽114歲,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Person Falling,https://hk.news.yahoo.com/%E7%B6%A0%E6%82%A0%E9%9B%85%E8%8B%91%E5%A4%96%E5%82%AD%E7%96%91%E6%8A%B9%E7%AA%97%E5%A4%B1%E8%B6%B3%E5%A2%AE%E6%96%83-132709292.html,綠悠雅苑外傭疑抹窗失足墮斃,,,,,,,,,??交通航空意外,19/9/2025,https://www.hk01.com/%E7%86%B1%E7%88%86%E8%A9%B1%E9%A1%8C/60276962/%E4%B8%83%E6%97%AC%E9%98%BF%E4%BC%AF%E9%A7%95%E8%BB%8A%E5%A4%B1%E6%8E%A7%E6%AD%BB%E4%BA%A1-%E8%BB%8A%E9%A0%AD%E8%A1%9D%E5%85%A5%E9%A4%90%E5%BB%B3%E5%85%A7%E9%83%A8-%E5%A5%AA%E5%91%BD%E7%8F%BE%E5%A0%B4%E6%81%90%E6%80%96%E7%95%AB%E9%9D%A2%E6%9B%9D%E5%85%89,七旬阿伯駕車失控死亡！車頭衝入餐廳內部 奪命現場恐怖畫面曝光,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,Trapping,https://www.worldjournal.com/wj/story/121471/6890557,洛市老翁慘困貨櫃電梯 逃生不成遭壓死,,,,,,,,,??交通航空意外,19/9/2025,https://www.msn.com/zh-tw/news/national/%E5%85%AB%E9%87%8C%E9%BE%8D%E7%B1%B3%E8%B7%AF%E6%B1%BD%E8%BB%8A%E5%A4%B1%E6%8E%A7%E6%92%9E%E5%88%86%E9%9A%94%E5%B3%B6-%E8%A1%9D%E5%B0%8D%E5%90%91-%E7%83%8F%E9%BE%9C%E7%BF%BB-%E9%A7%95%E9%A7%9B%E6%98%8F%E8%BF%B7%E9%80%81%E9%86%AB/ar-AA1sywXw?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,八里龍米路汽車失控撞分隔島 衝對向「烏龜翻」 駕駛昏迷送醫,,,,,,,,,,,,,,,,,
??Acc意外,5/1/2023,posioning,https://wap.xinmin.cn/content/32292356.html,三兄弟閣樓圍爐燒炭烤紅薯暈厥，警方提醒：謹防一氧化碳中毒！,,,,,,,,,??交通航空意外,19/9/2025,https://money.udn.com/money/story/5603/9015608,女陸客金門自由行車禍陷昏迷　19日上午送返廈門,,,,,,,,,,,,,,,,,
