??Fire火暑熱,Date,type,link,Description,,,,,,type,Date,link,Description,,,,,type,Date,link,Description,,,,,type,Date,link,Description,,,
??Fire火暑熱,18/2/2023,https://www.hk01.com/article/868701?utm_source=01articlecopy&utm_medium=referral,筲箕灣避風塘廟宇起火 濃煙沖天,,,,,,,HACK,27/12/2023,https://www.pcmarket.com.hk/hackers-stealing-2-billion-in-cryptocurrency/,2023 年黑客成大贏家　竊取 20 億美元加密貨幣,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858772?utm_source=01articlecopy&utm_medium=referral,警聯食環署打擊油麻地?生黑點 發46張傳票及「牛肉乾」,,,,,治安異腦,20/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221020/bkn-20221020082218636-1020_00822_001.html,港府否認簡約公屋「湊數」　輪候公屋4年半長遠需再縮短,,,
??Fire火暑熱,20/2/2023,https://www.bastillepost.com/hongkong/article/12303914-%E5%A4%A7%E5%B8%BD%E5%B1%B1%E7%A7%81%E5%AE%B6%E8%BB%8A%E9%99%B7%E7%81%AB%E6%B5%B7-%E8%8D%83%E9%8C%A6%E5%85%AC%E8%B7%AF%E4%B8%80%E5%BA%A6%E5%85%A8%E5%B0%81,私家車大帽山著火焚燒 荃錦公路一度全線封閉,,,,,,,HACK,27/12/2023,https://www.acd.com.au/australian-news/aomeiliufenzhongbaoyiqiwangluogongji-fanzuiwangluobianjiquanqiuzhuizongbuyi/,澳每六分鐘報一起網絡攻擊 犯罪網絡遍及全球追蹤不易,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858661?utm_source=01articlecopy&utm_medium=referral,日本婦人家中遭多刀刺頸身亡 13歲長女成疑兇 涉為手機動殺機,,,,,治安異腦,19/10/2022,https://tw.news.yahoo.com/%E7%A0%94%E7%A9%B6-%E7%99%8C%E7%97%87%E8%97%A5%E7%89%A9%E5%90%88%E4%BD%9C-%E6%AF%8F%E5%B9%B4%E5%8F%AF%E6%8C%BD%E6%95%91150%E8%90%AC%E4%BA%BA%E7%94%9F%E5%91%BD-232805555.html,研究：癌症藥物合作 每年可挽救150萬人生命,,,
??Fire火暑熱,20/2/2023,https://www.hk01.com/article/869309?utm_source=01articlecopy&utm_medium=referral,荃錦公路近「英雄亭」車輛起火 消防到場撲熄,,,,,,,HACK,26/12/2023,https://taronews.tw/2023/12/26/953570/,《李忠憲專欄》數位身分證,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858357?utm_source=01articlecopy&utm_medium=referral,貨車司機疑沙田爆竊回收箱 負責人跟蹤至荃灣成功擒賊,,,,,治安異腦,19/10/2022,https://www.hk01.com/article/826396?utm_source=01articlecopy&utm_medium=referral,男子睡覺心臟病發「死亡90分鐘」　奇蹟復活為「死後世界」解畫,,,
??Fire火暑熱,21/2/2023,https://www.hk01.com/article/869469?utm_source=01articlecopy&utm_medium=referral,油麻地廣發大廈停水停電6日 升降機仍待修 住戶叫苦連天欲搬離,,,,,,,HACK,24/12/2023,https://www.hk01.com/article/973508?utm_source=01articlecopy&utm_medium=referral,網絡安全｜內地八大網安企業落戶香港　數據跨境流通初現雛形,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858506?utm_source=01articlecopy&utm_medium=referral,西九龍中心玉石店遭爆竊 失百件翡翠首飾值$30萬,,,,,治安異腦,18/10/2022,https://tw.news.yahoo.com/%E6%8F%9B%E8%82%9D%E7%94%B7%E6%9F%93%E7%96%AB%E6%9C%8D%E8%97%A5%E9%9A%AA%E8%87%B4%E5%91%BD-%E9%86%AB%E5%B8%AB%E6%8F%90%E9%86%92-%E8%99%95%E6%96%B9%E5%8F%A3%E6%9C%8D%E8%97%A5-%E5%9A%B4%E9%98%B2%E4%BA%A4%E4%BA%92%E4%BD%9C%E7%94%A8-120000940.html,換肝男染疫服藥險致命！ 醫師提醒『處方口服藥』嚴防交互作用,,,
??Fire火暑熱,22/2/2023,https://www.hk01.com/article/870045?utm_source=01articlecopy&utm_medium=referral,大埔唐樓單位起火傳出爆炸聲 濃煙直捲半空 消防到場撲火,,,,,,,HACK,10/11/2023,https://www.hk01.com/article/960149?utm_source=01articlecopy&utm_medium=referral,工行遭黑客攻擊致美債交易出現異常　美財政部指密切關注情況,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858768?utm_source=01articlecopy&utm_medium=referral,尖沙咀現連環地盤爆竊案失$15萬財物 28歲男慣犯落網,,,,,治安異腦,18/10/2022,https://news.mingpao.com/pns/%E8%A6%81%E8%81%9E/article/20221019/s00001/1666116132742/%E8%8B%B1%E7%A0%94%E7%A9%B6-%E5%B7%B2%E6%8E%A5%E7%A8%AE%E9%AB%98%E9%A2%A8%E9%9A%AA%E6%82%A3%E8%80%85-%E9%BB%98%E6%B2%99%E6%9D%B1%E5%8F%A3%E6%9C%8D%E8%97%A5%E7%84%A1%E6%B8%9B%E6%AD%BB%E4%BA%A1%E7%8E%87,英研究：已接種高風險患者 默沙東口服藥無減死亡率,,,
??Fire火暑熱,22/2/2023,https://www.hk01.com/article/870222?utm_source=01articlecopy&utm_medium=referral,美孚新?男子用火槍整甜品招祝融 母救火時跌倒??傷腳,,,,,,,HACK,7/11/2023,https://www.hk01.com/article/959143?utm_source=01articlecopy&utm_medium=referral,新加坡濱海灣金沙66.5萬會員資料上月遭黑客存取　促提防外部連結,,,,,??人間有情,18/1/2023,https://www.hk01.com/article/858805?utm_source=01articlecopy&utm_medium=referral,西營盤單位遭撬門爆竊 失15萬元財物,,,,,治安異腦,17/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221017/bkn-20221017100008260-1017_00822_001.html,27牙膏樣本被驗出含重金屬　3款兒童裝酸鹼值過低　恐損?琅質,,,
??Fire火暑熱,24/2/2023,https://www.hk01.com/article/870692?utm_source=01articlecopy&utm_medium=referral,荃灣石圍角?單位充電器起火 男住客吸入濃煙送院,,,,,,,HACK,7/11/2023,https://www.donga.com/tw/article/all/20231109/4541731/1,韓國政府消息人士：“中國國家安全部去年1月黑客入侵韓國外交部郵件”,,,,,??人間有情,19/1/2023,https://www.hk01.com/article/858470?utm_source=01articlecopy&utm_medium=referral,恐怖！11歲女被30人集體欺凌 5寶媽代出頭 遭開車輾過拖行慘死,,,,,治安異腦,17/10/2022,https://topick.hket.com/article/3377304/%E3%80%90%E6%AD%BB%E5%BE%8C%E4%B8%96%E7%95%8C%E3%80%91%E5%BF%83%E8%87%9F%E9%A9%9F%E5%81%9C90%E5%88%86%E9%90%98%E5%A5%87%E8%B9%9F%E5%BE%A9%E6%B4%BB%E3%80%80%E7%94%B7%E5%AD%90%EF%BC%9A%E6%AD%BB%E5%BE%8C%E4%B8%96%E7%95%8C%E5%8E%9F%E4%BE%86%E6%98%AF%E9%80%99%E6%A8%A3,死後世界】心臟驟停90分鐘奇蹟復活　男子：死後世界原來是這樣,,,
??Fire火暑熱,24/2/2023,https://www.hk01.com/article/870685?utm_source=01articlecopy&utm_medium=referral,秀茂坪?臨時垃圾站冒煙 起火原因有可疑,,,,,,,HACK,11/10/2023,https://www.hk01.com/article/950084?utm_source=01articlecopy&utm_medium=referral,私隱專員鍾麗玲：全球每周網絡攻擊第二季增8%　數據安全不可忽視,,,,,??人間有情,19/1/2023,https://www.hk01.com/article/858818?utm_source=01articlecopy&utm_medium=referral,深水?老婦橫過馬路跌傷 男途人趁機搶走兩隻金戒指,,,,,治安異腦,16/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221016/bkn-20221016041158290-1016_00822_001.html,連?長沙灣2工廈無牌樓上吧 拘82人最大82歲,,,
??Fire火暑熱,22/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230222/bkn-20230222152317408-0222_00822_001.html,大埔唐樓單位?火 消防開喉救熄,,,,,,,HACK,8/10/2023,https://www.bastillepost.com/hongkong/article/13462227-%E9%BB%91%E5%AE%A21%E5%B9%B4%E5%85%A7%E7%98%8B%E7%8B%82%E7%99%BC%E5%8B%958-6%E5%84%84%E6%AC%A1%E6%94%BB%E6%93%8A-%E8%82%AF%E5%B0%BC%E4%BA%9E%E5%88%B7%E6%96%B0%E3%80%8C%E8%A2%AB%E7%B6%B2%E6%94%BB,黑客1年內瘋狂發動8.6億次攻擊 肯尼亞刷新「被網攻」紀錄,,,,,??人間有情,19/1/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230119/bkn-20230119080040266-0119_00952_001.html,母子騎電單車撞吊車 母遭輾斷兩截亡,,,,,治安異腦,14/10/2022,https://chinese.gospelherald.com/articles/30868/20221014/%E5%85%A8%E7%90%83%E7%B3%A7%E9%A3%9F%E7%9F%AD%E7%BC%BA-%E8%B2%A7%E5%9C%8B%E4%BF%A1%E5%BE%92%E6%8D%B1%E9%A4%93%E7%84%A1%E5%8A%9B%E5%88%B0%E6%95%99%E6%9C%83.htm,全球糧食短缺 貧國信徒捱餓無力到教會,,,
??Fire火暑熱,22/2/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230222/bkn-20230222170202093-0222_00952_001.html,內地殺蟲劑工廠起火 居民憂釋放毒氣,,,,,,,HACK,7/10/2023,https://news.cnyes.com/news/id/5341648?exp=a,"HTX駭客歸還4,999ETH被盜資金",,,,,??人間有情,19/1/2023,https://www.hk01.com/article/859095?utm_source=01articlecopy&utm_medium=referral,旺角錶行劫案警再拘3人 兩男另涉上月另一劫案共搶$170萬財物,,,,,治安異腦,13/10/2022,https://hd.stheadline.com/life/health/20221013/3712483/%E7%94%9F%E6%B4%BB%E6%B6%88%E8%B2%BB-health-%E4%B8%96%E7%95%8C%E8%A1%80%E6%A0%93%E6%97%A5-%E5%85%A8%E7%90%83%E6%AF%8F37%E7%A7%921%E4%BA%BA%E6%AD%BB%E6%96%BC%E8%A1%80%E6%A0%93-%E8%97%A5%E5%8A%91%E5%B8%AB%E5%88%86%E4%BA%AB5%E9%A1%9E%E5%B8%B8%E8%A6%8B%E9%99%8D%E8%A1%80%E8%84%82%E6%B8%85%E8%86%BD%E5%9B%BA%E9%86%87%E8%97%A5%E7%89%A9,世界血栓日｜全球每37秒1人死於血栓 藥劑師分享5類常見降血脂清膽固醇藥物,,,
??Fire火暑熱,22/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230222/bkn-20230222171135148-0222_00822_001.html,非法管有或燃放煙花爆竹 3年39人被捕,,,,,,,HACK,5/10/2023,https://tw.news.yahoo.com/%E9%9F%93%E9%80%A0%E8%88%B9%E5%BB%A0%E8%BF%91%E6%97%A5%E9%81%AD%E5%88%B0%E5%8C%97%E9%9F%93%E7%B6%B2%E8%B7%AF%E9%A7%AD%E5%AE%A2%E6%94%BB%E6%93%8A-120803097.html,韓造船廠近日遭到北韓網路駭客攻擊,,,,,??人間有情,19/1/2023,https://www.hk01.com/article/859099?utm_source=01articlecopy&utm_medium=referral,青衣和記大廈工人貨車堵路追薪 控訴遭拖欠$500萬「無錢過年」,,,,,治安異腦,12/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221012/bkn-20221012032017147-1012_00822_001.html,加快土地發展　團體促收回祖堂地,,,
??Fire火暑熱,23/2/2023,https://hk.on.cc/hk/bkn/cnt/intnews/20230223/bkn-20230223052804663-0223_00992_001.html,田納西州鈾加工設施火警 逾200人疏散,,,,,,,HACK,5/10/2023,https://www.epochtimes.com/b5/23/10/5/n14088826.htm,俄羅斯黑客攻擊英國王室網站,,,,,??人間有情,19/1/2023,https://hk.on.cc/hk/bkn/cnt/intnews/20230119/bkn-20230119180625329-0119_00992_001.html,女涉槍殺父母電鋸肢解 屍塊棄家中,,,,,治安異腦,12/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221012/bkn-20221012030049558-1012_00822_001.html,惡菌攻城　類鼻疽得人驚　連爆15宗傳?命,,,
??Fire火暑熱,23/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230223/bkn-20230223005844440-0223_00822_001.html,美孚新?男子整甜品 火槍??雜物 母親救火失足割傷腳,,,,,,,HACK,5/10/2023,https://www1.hkej.com/dailynews/finnews/article/3582156/5%E7%A4%BE%E7%A6%8F%E6%A9%9F%E6%A7%8B%E5%AD%B8%E6%A0%A1+WhatsApp%E8%A2%AB%E9%A7%AD,5社福機構學校 WhatsApp被駭,,,,,??人間有情,19/1/2023,https://k.sina.com.cn/article_3363163410_c875cd1202001fqor.html,姐妹情深姐姐感染新冠痊癒後為妹妹捐獻造血幹細胞,,,,,治安異腦,11/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221011/bkn-20221011021259180-1011_00822_001.htm,元朗反罪惡連?2工廈無牌樓上吧　拘2負責人27客兼發告票,,,
??Fire火暑熱,24/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230224/bkn-20230224000537399-0224_00822_001.html,石籬?烈燄焚宅 獨居漢涉縱火被捕 送葵涌醫院治理,,,,,,,HACK,5/10/2023,https://inews.hket.com/article/3626966/%E3%80%90%E9%A8%8E%E5%8A%ABWhatsApp%E3%80%91%E6%8F%90%E9%98%B2%E6%9C%89%E8%A9%90%EF%BC%81%E3%80%80%E7%A7%81%E9%9A%B1%E5%B0%88%E5%93%A1%E5%85%AC%E7%BD%B2%E6%8E%A5%E7%8D%B25%E9%96%93%E7%A4%BE%E7%A6%8F%E6%A9%9F%E6%A7%8B%E3%80%81%E5%AD%B8%E6%A0%A1%E9%80%9A%E5%A0%B1%E3%80%80%E8%BF%91900%E4%BA%BA%E8%B3%87%E6%96%99%E9%81%AD%E5%A4%96%E6%B4%A9,【騎劫WhatsApp】提防有詐！　私隱專員公署接獲5間社福機構、學校通報　近900人資料遭外洩,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/859366?utm_source=01articlecopy&utm_medium=referral,韓國首爾「最後貧民窟」九龍村大火 60民房燒毀逾500人疏散,,,,,治安異腦,10/10/2022,https://www.hk01.com/article/823754?utm_source=01articlecopy&utm_medium=referral,印度咳藥水或致岡比亞66兒童死　印媒揭藥廠黑歷史,,,
??Fire火暑熱,24/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230224/bkn-20230224132341591-0224_00822_001.html,碧濤花園單位起火傳爆炸聲 消防灌救數十居民疏散,,,,,,,HACK,1/10/2023,https://news.cnyes.com/news/id/5337206,PeckShield：9月份約22名駭客竊取了3.5591億美元,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/857676?utm_source=01articlecopy&utm_medium=referral,黃日華深愛亡妻逾42年 傳曾每月花十萬醫對方：願為她折壽20年,,,,,治安異腦,10/10/2022,https://hk.on.cc/hk/bkn/cnt/news/20221010/bkn-20221010010023479-1010_00822_001.html,近7成情緒病人被質疑工作能力　醫生籲積極治療免惡性循環,,,
??Fire火暑熱,24/2/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230224/bkn-20230224082507559-0224_00952_001.html,輪胎工廠大火傳異味 附近小學停課,,,,,,,HACK,29/9/2023,https://www.hk01.com/article/946424?utm_source=01articlecopy&utm_medium=referral,來稿｜全球黑客入侵不斷　全民皆需提高警剔,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/855177?utm_source=01articlecopy&utm_medium=referral,流浪貓守著好友屍體一個月不願離去 網民心痛：牠知道死亡的意義,,,,,治安異腦,10/10/2022,https://www.am730.com.hk/%E5%9C%8B%E9%9A%9B/%E8%8B%B1%E6%81%90%E6%80%96%E5%A5%B3%E8%AD%B7%E5%A3%AB%E6%B6%89%E6%AF%9217%E6%96%B0%E7%94%9F%E5%AC%B0-%E5%85%B6%E4%B8%AD7%E5%AC%B0%E6%AD%BB%E4%BA%A1-%E8%83%B0%E5%B3%B6%E7%B4%A0%E7%82%BA-%E5%85%87%E5%99%A8-/342293,英恐怖女護士涉毒17新生嬰 其中7嬰死亡 胰島素為「兇器」,,,
??Fire火暑熱,24/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230224/bkn-20230224051343368-0224_00822_001.html,石圍角?單位充電器失火 男住客不適送院,,,,,,,HACK,29/9/2023,https://www.hk01.com/article/946424?utm_source=01articlecopy&utm_medium=referral,來稿｜全球黑客入侵不斷　全民皆需提高警剔,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/859164?utm_source=01articlecopy&utm_medium=referral,台灣41歲無業男拿「10磅鐵啞鈴弒父」 母護子心切竟先這樣做,,,,,治安異腦,8/10/2022,https://www.hk01.com/article/821593?utm_source=01articlecopy&utm_medium=referral,胰臟癌︱不明腹痛、長期尿黃要小心！糖尿病、常飲酒屬高風險族群,,,
??Fire火暑熱,24/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230224/bkn-20230224023427804-0224_00822_001.html,秀茂坪?垃圾站起火 消防撲滅揭疑遭縱火,,,,,,,HACK,27/9/2023,https://www.hk01.com/article/945513?utm_source=01articlecopy&utm_medium=referral,香港不安全,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/859253?utm_source=01articlecopy&utm_medium=referral,"警西貢破地下竹館 檢2,400元賭款拘5人",,,,,治安異腦,7/10/2022,https://orange.udn.com/orange/story/121407/6646333,「心碎」真的是一種病！除了心肌梗塞「章魚壺心肌症」發作也恐猝死,,,
??Fire火暑熱,26/2/2023,https://www.hk01.com/article/871391?utm_source=01articlecopy&utm_medium=referral,廣西著名景點侗族傳統建築起火 遊客驚慌走避多車受波及焚毀,,,,,,,HACK,25/9/2023,https://www.hk01.com/article/944764?utm_source=01articlecopy&utm_medium=referral,消委會遭黑客入侵｜電郵通知《選擇》訂戶　籲採取8項預防措施,,,,,??人間有情,20/1/2023,https://www.hk01.com/article/859257?utm_source=01articlecopy&utm_medium=referral,"大埔獨立屋遭爆竊 損失約2,000元飾物",,,,,治安異腦,26/11/2022,https://www.wenweipo.com/a/202211/26/AP6381cae6e4b0e80f8116df84.html,調查報告：2020年歐盟23.8萬人因細顆粒物空氣污染早亡,,,
??Fire火暑熱,26/2/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230226/bkn-20230226083845511-0226_00952_001.html,柳州著名景區火燒長廊 疑農戶燒乾草引發,,,,,,,HACK,25/9/2023,https://www.hk01.com/article/944484?utm_source=01articlecopy&utm_medium=referral,黑客勒索消委會｜消委會已發2.5萬個通知　未掌握受影響人數,,,,,??人間有情,20/1/2023,https://hk.on.cc/hk/bkn/cnt/intnews/20230120/bkn-20230120080838170-0120_00992_001.html,男殺嫩妻獲女家原諒 獲判囚8年2個月,,,,,治安異腦,26/11/2022,https://tw.news.yahoo.com/%E4%B8%AD%E5%B9%B4%E7%94%B7%E7%AA%81%E7%84%B6%E8%82%A2%E9%AB%94%E7%99%B1%E7%98%93-%E7%AB%9F%E6%98%AF%E9%81%8E%E6%95%8F-%E8%A1%80%E7%AE%A1%E7%82%8E-020000936.html,中年男突然肢體癱瘓 竟是過敏「血管炎」,,,
??Fire火暑熱,26/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230226/bkn-20230226151942222-0226_00822_001.html,南丫島發電廠機器?火 消防開喉灌救,,,,,,,HACK,25/9/2023,https://www.blocktempo.com/how-the-lazarus-group-is-stepping-up-crypto-hacks-and-changing-its-tactics/,100天竊3億鎂加密資產，北韓駭客「拉撒路集團」將目標從DeFi轉向CEX？,,,,,??人間有情,20/1/2023,https://news.tvbs.com.tw/local/2022803,死的不是外送員！取餐機車被偷 台中偷車賊遭火車撞死,,,,,治安異腦,24/11/2022,https://www.bastillepost.com/hongkong/article/11751066-%E5%9C%8B%E9%9A%9B%E6%98%8E%E6%84%9B%E7%88%86%E8%81%B7%E5%A0%B4%E6%AC%BA%E5%87%8C-%E6%95%99%E5%AE%97%E8%BE%AD%E9%80%80%E5%85%A8%E9%83%A8%E7%AE%A1%E7%90%86%E5%B1%A4,國際明愛爆職場欺凌 教宗辭退全部管理層,,,
??Fire火暑熱,26/2/2023,https://tw.news.yahoo.com/1-2%E6%A8%93%E5%A4%A7%E9%87%8F%E5%8F%A3%E7%BD%A9%E7%8B%82%E7%87%92-%E9%BE%9C%E5%B1%B1%E6%B0%91%E5%AE%85%E6%83%A1%E7%81%AB15%E6%AD%B2%E7%94%B7%E4%BA%A1-104303068.html,1、2樓大量口罩狂燒！ 龜山民宅惡火15歲男亡,,,,,,,HACK,25/9/2023,https://www.metroradio.com.hk/news/default.aspx?NewsId=20230925192326,本港加密服務業者Mixin遭黑客攻擊 損失兩億美元,,,,,??人間有情,20/1/2023,https://www.worldjournal.com/wj/story/121274/6922580,新州婦遭32歲兒刺死 動機不明,,,,,治安異腦,23/11/2022,https://health.ettoday.net/news/2385269,每2年曬傷一次「罹癌風險高3倍」！這1紫外線最恐怖　陰天也要防曬,,,
??Fire火暑熱,28/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230228/bkn-20230228095358071-0228_00822_001.html,荃灣工廈天台煙囪冒濃煙 消防到場救援無人傷,,,,,,,HACK,23/9/2023,https://hk.on.cc/hk/bkn/cnt/news/20230923/bkn-20230923033010085-0923_00822_001.html,東方日報A1：智慧城市冇智慧　網絡安全信心崩毀,,,,,??人間有情,20/1/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230120/bkn-20230120220029980-0120_00952_001.html,被挖眼女店員索償 法院判獲賠115萬新台幣,,,,,治安異腦,23/11/2022,https://tw.news.yahoo.com/%E5%BF%83%E5%9B%A0%E6%80%A7%E7%8C%9D%E6%AD%BB%E5%B9%B4%E8%BC%95%E5%8C%96-%E5%B0%88%E5%AE%B6%E7%A4%BA%E8%AD%A6-1%E8%87%B4%E5%91%BD%E8%AD%A6%E8%A8%8A-%E9%80%99%E6%99%82%E5%BF%AB%E5%B0%B1%E9%86%AB-083000654.html,心因性猝死年輕化！ 專家示警「1致命警訊」：這時快就醫,,,
??Fire火暑熱,27/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230227/bkn-20230227173354858-0227_00822_001.html,黃竹坑工廈冷氣機起火 消防升雲梯救援,,,,,,,HACK,22/9/2023,https://www.hk01.com/article/943876?utm_source=01articlecopy&utm_medium=referral,消委會遭黑客入侵｜資科總監黃志光譴責罪行：網絡攻擊無處不在,,,,,??人間有情,21/1/2023,https://www.hk01.com/article/854873?utm_source=01articlecopy&utm_medium=referral,唯願有空閒時都看看 因為終久可能都會用得上 90歲婆婆被騙棺財本輕生 曾遇電騙苦主受訪自白﹕別再說受害人蠢 騙徒不斷恐嚇她捲入嚴重罪案，威嚇會追討損失、作出拘捕或凍結資產；展示穿?制服的照片、證件、公安文件，透過「權威」形象取信；使出「社會孤立」招數，不准她向外界透露，每兩小時匯報行?；有時又安撫會幫助洗冤，優先安排資產審查，助她早日證明清白。陳小姐坦言，當時不敢對外求助，結果墮入圈套，「那一刻好似只有他（騙徒）能幫到我」。,,,,,治安異腦,22/11/2022,https://www.hk01.com/article/838267?utm_source=01articlecopy&utm_medium=referral,心臟病｜主動脈剝離48小時內死亡過半！中年婦女強烈胸痛險喪命,,,
??Fire火暑熱,27/2/2023,https://hk.on.cc/hk/bkn/cnt/news/20230227/bkn-20230227100925724-0227_00822_001.html,屯門住宅單位失火 消防迅速救熄,,,,,,,HACK,22/9/2023,https://www.hk01.com/article/941135?utm_source=01articlecopy&utm_medium=referral,黑客勒索｜上半年科技罪案逾1.5萬宗涉款$20億　網絡釣魚急增兩成,,,,,??人間有情,21/1/2023,https://www.stheadline.com/entertainment-hot/3190877/%E7%B6%B2%E6%B0%91%E7%95%AB%E5%9C%96%E5%B0%8B%E5%BE%A1%E7%94%A8%E5%85%AB%E5%A9%86-69%E6%AD%B2%E6%9D%8E%E6%A5%93%E5%85%A9%E5%BA%A6%E7%A0%B4%E7%94%A2%E8%85%A6%E7%94%9F%E6%B0%B4%E7%98%A4%E7%8F%BE%E6%B3%81%E6%9B%9D%E5%85%89,網民畫圖尋「御用八婆」 69歲李楓兩度破產腦生水瘤現況曝光,,,,,治安異腦,22/11/2022,https://skypost.ulifestyle.com.hk/article/3404801/%E9%86%AB%E7%99%82%E7%A7%91%E6%8A%80%EF%BD%9C%E7%A7%91%E5%A4%A7%E6%94%B9%E8%89%AFmRNA%E5%B0%BE%E9%8F%88%E5%BA%8F%E5%88%97%20%20%20%20%E5%85%A5%E7%B4%B0%E8%83%9E%E5%BE%8C%E5%8F%AF%E7%95%993%E6%97%A5%20%20%20%20%E5%A2%9E10%E5%80%8D%E8%9B%8B%E7%99%BD%E8%B3%AA%E7%94%9F%E7%94%A2%E5%BC%B7%E8%97%A5%E6%95%88%C2%A0,醫療科技｜科大改良mRNA尾鏈序列 入細胞後可留3日 增10倍蛋白質生產強藥效,,,
??Fire火暑熱,2/3/2023,https://hk.on.cc/hk/bkn/cnt/news/20230302/bkn-20230302170122342-0302_00822_001.html,西環塘樓單位起火 消防開喉救熄,,,,,,,HACK,21/9/2023,https://www.hk01.com/article/943644?utm_source=01articlecopy&utm_medium=referral,黑客勒索消委會｜業界：冰山一角　政府部門須多測試網絡安全系統,,,,,??人間有情,21/1/2023,https://www.hk01.com/article/859708?utm_source=01articlecopy&utm_medium=referral,劉馬車刑滿出獄預告重出江湖 呻獄中苦況爆曾自殺多次,,,,,治安異腦,22/11/2022,https://tw.news.yahoo.com/%E5%A4%A9%E5%86%B7%E5%9A%BC%E6%AA%B3%E6%A6%94%E5%B0%8F%E5%BF%83%E8%87%B4%E7%99%8C-%E5%9C%8B%E5%BB%BA%E7%BD%B2-%E6%AF%8F%E5%B9%B4%E9%80%BE8-000%E4%BA%BA%E7%BD%B9%E6%82%A3%E5%8F%A3%E8%85%94%E7%99%8C-050607101.html,"天冷嚼檳榔小心致癌！國建署：每年逾8,000人罹患口腔癌",,,
??Fire火暑熱,1/3/2023,https://www.hk01.com/article/872700?utm_source=01articlecopy&utm_medium=referral,油麻地廟街餐廳後巷起火 職員自行救火不果報警,,,,,,,HACK,17/9/2023,https://hk.epochtimes.com/news/2023-09-17/62628755,澳洲最大書店Dymocks遭網絡攻擊 124萬客戶信息曝光,,,,,??人間有情,22/1/2023,https://www.hk01.com/article/859824?utm_source=01articlecopy&utm_medium=referral,新春兔年│警馬鞍山巡查沙灘發現11公斤煙花 15歲男童涉案被捕,,,,,治安異腦,22/11/2022,https://hk.on.cc/hk/bkn/cnt/news/20221122/bkn-20221122123748761-1122_00822_001.html,近年非吸煙者患肺癌數字呈升勢　醫生：無不良習慣都有患癌風險,,,
??Fire火暑熱,3/3/2023,https://www.hk01.com/article/873154?utm_source=01articlecopy&utm_medium=referral,尖沙咀四級火｜中間道海員之家地盤起火 消防發特別通知籲關門窗,,,,,,,HACK,5/1/2024,https://www.hk01.com/article/977732?utm_source=01articlecopy&utm_medium=referral,Google Cookie漏洞洩露帳戶私隱｜改密碼都無用　官方兩方法解決,,,,,??人間有情,22/1/2023,https://hk.on.cc/hk/bkn/cnt/intnews/20230122/bkn-20230122090224619-0122_00992_001.html,政府同意賠28億加元 結束原住民寄宿學校訴訟,,,,,治安異腦,22/11/2022,https://hk.on.cc/hk/bkn/cnt/intnews/20221122/bkn-20221122100054097-1122_00992_001.html,九州大學研發新冠口服藥　料對所有毒株有效,,,
